t,dt,rad,colat,lat,lon,D,dD,I,dI,F,dF,UID,FID
-4400,50.0,6371.2,46.800,43.200,27.100,6.600,4.354,48.400,2.891,45.230,3.743,9378,""
-4390,100.0,6371.2,33.200,56.800,40.670,,,,,43.000,7.244,11371,""
-4375,50.0,6371.2,50.500,39.500,-0.400,,,,,24.200,4.575,2332,""
-4370,60.0,6371.2,52.664,37.336,-3.964,,,,,39.200,8.576,11767,""
-4370,60.0,6371.2,52.664,37.336,-3.964,,,,,26.600,8.576,11768,""
-4370,60.0,6371.2,52.664,37.336,-3.964,,,,,31.500,8.576,11769,""
-4351,94.0,6371.2,46.300,43.700,28.600,11.600,3.960,47.350,2.683,42.240,4.449,9637,""
-4350,110.0,6371.2,46.753,43.247,-3.451,-5.700,4.859,50.300,3.104,,,9044,""
-4350,50.0,6371.2,46.300,43.700,28.600,8.080,4.716,52.190,2.891,42.240,3.647,9636,""
-4345,105.0,6371.2,47.651,42.349,-3.509,6.300,4.570,51.700,2.832,,,9029,""
-4342,102.0,6371.2,46.800,43.200,27.100,,,,,35.420,4.225,9386,""
-4330,50.0,6371.2,46.900,43.100,27.000,11.800,3.239,44.100,2.326,42.680,4.684,9584,""
-4325,100.0,6371.2,48.900,41.100,24.020,,,,,29.700,6.315,8915,""
-4320,50.0,6371.2,47.500,42.500,26.000,6.630,4.509,51.560,2.803,47.200,3.839,9384,""
-4304,50.0,6371.2,49.200,40.800,22.220,,,,,35.520,6.309,2818,""
-4300,50.0,6371.2,46.150,43.850,26.000,8.360,3.319,46.590,2.281,36.140,3.665,9628,""
-4285,50.0,6371.2,50.500,39.500,-0.400,,,,,32.700,9.017,2333,""
-4280,50.0,6371.2,46.900,43.100,27.000,2.770,3.721,48.420,2.470,48.000,3.762,9380,""
-4275,50.0,6371.2,58.805,31.195,34.639,,,,,30.500,4.330,6616,""
-4260,60.0,6371.2,52.664,37.336,-3.964,,,,,39.900,8.576,11770,""
-4250,50.0,6371.2,50.500,39.500,-0.400,,,,,30.300,4.315,2334,""
-4250,50.0,6371.2,46.150,43.850,26.000,6.720,3.474,49.870,2.239,40.930,4.706,9627,""
-4247,197.0,6371.2,47.651,42.349,-3.509,15.300,3.511,42.600,2.585,,,9027,""
-4247,197.0,6371.2,47.651,42.349,-3.509,-23.200,4.590,52.800,2.775,,,9028,""
-4225,50.0,6371.2,47.000,43.000,27.500,6.650,3.086,45.950,2.146,39.230,3.855,9382,""
-4225,100.0,6371.2,48.900,41.100,24.020,,,,,34.200,5.099,8916,""
-4213,159.0,6371.2,61.711,28.289,-16.811,-7.800,2.807,36.200,2.265,,,13043,""
-4210,100.0,6371.2,33.200,56.800,40.670,,,,,48.600,14.481,11370,""
-4195,72.5,6371.2,61.703,28.297,-16.722,-5.200,4.138,41.400,3.104,49.000,3.970,10708,""
-4175,50.0,6371.2,47.000,43.000,27.500,4.980,3.513,49.430,2.285,45.550,3.981,9383,""
-4175,100.0,6371.2,48.900,41.100,24.020,,,,,32.500,5.099,8917,""
-4150,150.0,6371.2,46.800,43.200,27.900,,,,,51.100,4.687,9376,""
-4150,50.0,6371.2,46.700,43.300,24.300,7.770,4.362,52.980,2.627,45.840,3.749,9390,""
-4140,70.0,6371.2,46.800,43.200,23.700,,,,,52.150,3.934,9389,""
-4125,75.0,6371.2,46.500,43.500,23.200,8.850,3.498,50.000,2.248,49.330,3.830,9364,""
-4120,50.0,6371.2,47.800,42.200,24.300,15.330,3.390,48.070,2.265,37.680,4.657,9603,""
-4120,50.0,6371.2,48.100,41.900,25.000,10.640,3.078,46.900,2.103,38.430,3.748,9618,""
-4120,50.0,6371.2,62.033,27.967,-15.460,-9.000,4.540,47.400,3.073,18.300,8.437,10729,""
-4120,50.0,6371.2,62.042,27.958,-15.448,-7.800,2.851,38.600,2.228,49.300,3.459,10730,""
-4115,50.0,6371.2,46.700,43.300,24.300,-0.970,4.592,54.410,2.672,46.000,3.725,9391,""
-4112,117.0,6371.2,46.700,43.300,24.300,-7.680,4.504,53.480,2.680,46.700,3.740,9392,""
-4100,50.0,6371.2,50.500,39.500,-0.400,,,,,34.600,7.700,2335,""
-4100,100.0,6371.2,30.717,59.283,40.167,,,,,41.800,12.883,12849,""
-4100,100.0,6371.2,33.200,56.800,40.670,,,,,63.500,6.652,11369,""
-4100,50.0,6371.2,46.900,43.100,23.780,5.110,3.430,50.250,2.193,39.220,3.729,9388,""
-4080,120.0,6371.2,52.664,37.336,-3.964,,,,,43.500,8.576,11771,""
-4075,100.0,6371.2,48.900,41.100,24.020,,,,,35.500,6.315,8918,""
-4065,95.0,6371.2,47.880,42.120,23.680,,,,,39.380,3.893,9394,""
-4060,100.0,6371.2,33.200,56.800,40.670,,,,,43.300,6.652,11368,""
-4050,50.0,6371.2,50.500,39.500,-0.400,,,,,32.600,5.056,2336,""
-4000,150.0,6371.2,30.717,59.283,40.167,,,,,34.400,6.699,12850,""
-4000,150.0,6371.2,55.700,34.300,108.900,-7.900,6.515,48.700,4.300,,,5688,""
-3993,50.0,6371.2,48.400,41.600,24.400,-2.400,3.832,53.400,2.285,50.390,3.502,9396,""
-3975,100.0,6371.2,48.900,41.100,24.020,,,,,30.300,6.315,8919,""
-3975,100.0,6371.2,48.900,41.100,24.020,,,,,33.100,6.315,8920,""
-3975,75.0,6371.2,46.500,43.500,23.500,-4.350,4.055,51.330,2.534,43.930,3.618,9464,""
-3961,132.0,6371.2,61.680,28.320,-16.573,-11.900,2.683,37.400,2.131,50.100,3.264,10707,""
-3950,50.0,6371.2,50.500,39.500,-0.400,,,,,33.300,4.575,2337,""
-3900,100.0,6371.2,53.700,36.300,40.800,,,,,31.900,3.367,1035,""
-3900,90.0,6371.2,55.630,34.370,109.200,4.370,3.127,48.000,2.092,43.000,6.169,12261,""
-3890,100.0,6371.2,33.200,56.800,40.670,,,,,37.400,6.652,11366,""
-3890,100.0,6371.2,33.200,56.800,40.670,,,,,53.000,6.652,11367,""
-3875,100.0,6371.2,48.900,41.100,24.020,,,,,33.000,6.425,8921,""
-3867,96.0,6371.2,70.840,19.160,-155.540,3.500,2.439,27.600,2.161,,,12571,""
-3867,96.0,6371.2,70.840,19.160,-155.540,4.700,2.439,27.600,2.161,35.300,2.881,2429,""
-3860,150.0,6371.2,44.000,46.000,28.500,,,,,62.000,5.233,422,""
-3850,115.0,6371.2,55.100,34.900,133.250,,,,,33.600,4.438,462,""
-3850,120.0,6371.2,52.664,37.336,-3.964,,,,,45.300,8.576,11772,""
-3823,117.0,6371.2,48.400,41.600,24.300,-6.400,3.760,55.200,2.146,54.260,3.956,9393,""
-3820,50.0,6371.2,50.500,39.500,-0.400,,,,,32.500,4.575,2338,""
-3800,200.0,6371.2,30.717,59.283,40.167,,,,,41.500,7.790,12851,""
-3795,110.0,6371.2,53.100,36.900,138.100,,,,,42.600,4.497,2507,""
-3731,73.0,6371.2,41.564,48.436,1.509,9.100,3.806,57.700,2.034,,,8854,""
-3730,60.0,6371.2,36.900,53.100,107.000,,,,,48.400,6.576,11262,""
-3727,50.0,6371.2,38.100,51.900,-1.600,9.900,6.390,71.200,2.059,,,6007,""
-3714,57.0,6371.2,46.900,43.100,25.500,1.410,4.353,61.610,2.070,52.180,3.722,9398,""
-3700,100.0,6371.2,53.700,36.300,40.800,,,,,33.600,3.290,1024,""
-3680,100.0,6371.2,33.200,56.800,40.670,,,,,36.300,6.652,11362,""
-3680,100.0,6371.2,33.200,56.800,40.670,,,,,33.400,6.652,11363,""
-3680,100.0,6371.2,33.200,56.800,40.670,,,,,54.800,6.652,11364,""
-3680,100.0,6371.2,33.200,56.800,40.670,,,,,40.300,6.652,11365,""
-3620,120.0,6371.2,52.664,37.336,-3.964,,,,,33.100,8.576,11773,""
-3576,145.0,6371.2,128.166,-38.166,176.518,8.500,5.809,-63.000,2.637,44.900,6.251,11170,""
-3576,145.0,6371.2,128.107,-38.107,176.502,15.000,5.421,-59.900,2.719,,,11171,""
-3576,145.0,6371.2,128.093,-38.093,176.510,-5.400,4.541,-54.500,2.637,,,11172,""
-3576,145.0,6371.2,128.093,-38.093,176.510,-9.100,11.573,-71.900,3.595,,,11173,""
-3575,150.0,6371.2,50.500,39.500,-0.400,,,,,27.700,6.859,2339,""
-3560,165.0,6371.2,61.682,28.318,-16.632,2.500,4.289,45.400,3.011,34.100,4.615,10433,""
-3547,186.0,6371.2,70.890,19.110,-155.535,,,,,51.300,2.768,12489,""
-3536,81.0,6371.2,61.682,28.318,-16.637,2.600,3.495,44.700,2.484,55.800,3.926,10706,""
-3524,50.0,6371.2,41.850,48.150,10.950,15.700,6.539,67.900,2.460,,,4001,""
-3522,50.0,6371.2,41.970,48.030,10.540,-8.200,5.667,64.000,2.484,,,5366,""
-3500,100.0,6371.2,48.000,42.000,43.000,,,,,42.000,4.650,1691,""
-3500,100.0,6371.2,48.000,42.000,43.000,,,,,33.000,4.650,1692,""
-3500,100.0,6371.2,53.700,36.300,40.800,,,,,33.900,3.297,1023,""
-3487,50.0,6371.2,41.850,48.150,10.930,-5.700,5.549,58.600,2.891,,,12950,""
-3470,100.0,6371.2,33.200,56.800,40.670,,,,,37.200,11.071,11360,""
-3470,100.0,6371.2,33.200,56.800,40.670,,,,,57.600,6.652,11361,""
-3450,50.0,6371.2,45.740,44.260,26.860,-1.700,5.101,64.100,2.228,,,8258,""
-3450,50.0,6371.2,45.740,44.260,26.860,0.000,3.766,50.600,2.391,,,8259,""
-3450,50.0,6371.2,41.000,49.000,29.700,8.000,3.570,51.000,2.247,42.000,4.614,1988,""
-3400,100.0,6371.2,53.700,36.300,40.800,,,,,41.500,3.370,1032,""
-3400,200.0,6371.2,37.000,53.000,107.000,,,,,51.000,6.574,2210,""
-3400,100.0,6371.2,44.500,45.500,28.500,,,,,57.000,4.755,420,""
-3400,100.0,6371.2,44.500,45.500,28.500,,,,,56.000,4.755,421,""
-3375,125.0,6371.2,52.664,37.336,-3.964,,,,,39.000,8.576,11774,""
-3350,50.0,6371.2,44.600,45.400,29.400,19.000,3.504,54.000,2.059,40.000,4.752,1989,""
-3350,50.0,6371.2,41.000,49.000,30.200,15.000,3.984,55.000,2.285,52.000,4.016,1990,""
-3350,50.0,6371.2,44.600,45.400,29.400,17.000,3.519,53.000,2.118,53.000,3.829,1991,""
-3336,146.0,6371.2,125.900,-35.900,144.500,,,,,39.800,6.202,1452,""
-3315,100.0,6371.2,48.900,41.100,24.020,,,,,49.000,6.425,8922,""
-3300,100.0,6371.2,30.717,59.283,40.167,,,,,47.700,6.699,12852,""
-3280,100.0,6371.2,48.900,41.100,24.020,,,,,35.500,6.315,8923,""
-3260,100.0,6371.2,33.200,56.800,40.670,,,,,42.400,7.579,11358,""
-3260,100.0,6371.2,33.200,56.800,40.670,,,,,34.100,6.652,11359,""
-3256,97.0,6371.2,55.530,34.470,109.020,,,,,34.400,4.155,13199,""
-3256,97.0,6371.2,55.530,34.470,109.020,,,,,46.800,4.155,13200,""
-3256,97.0,6371.2,55.530,34.470,109.020,,,,,47.000,4.425,13201,""
-3256,97.0,6371.2,55.530,34.470,109.020,,,,,45.100,4.425,13202,""
-3256,97.0,6371.2,55.530,34.470,109.020,,,,,47.600,4.425,13203,""
-3256,97.0,6371.2,55.530,34.470,109.020,,,,,41.900,3.592,13204,""
-3256,97.0,6371.2,55.530,34.470,109.020,,,,,44.100,4.155,13206,""
-3256,97.0,6371.2,55.530,34.470,109.020,,,,,40.500,4.425,13207,""
-3256,97.0,6371.2,55.530,34.470,109.020,,,,,40.900,4.425,13208,""
-3256,97.0,6371.2,55.530,34.470,109.020,,,,,45.900,4.425,13209,""
-3256,97.0,6371.2,55.530,34.470,109.020,,,,,43.900,4.425,13210,""
-3256,97.0,6371.2,55.530,34.470,109.020,,,,,42.300,4.425,13221,""
-3256,97.0,6371.2,55.530,34.470,109.020,,,,,39.700,4.425,13222,""
-3256,97.0,6371.2,55.530,34.470,109.020,,,,,38.300,4.425,13223,""
-3256,97.0,6371.2,55.530,34.470,109.020,,,,,41.500,4.425,13224,""
-3256,97.0,6371.2,55.530,34.470,109.020,,,,,45.200,4.425,13225,""
-3250,50.0,6371.2,47.600,42.400,42.100,8.000,4.423,39.000,3.438,47.500,4.230,1714,""
-3245,100.0,6371.2,48.900,41.100,24.020,,,,,45.700,6.315,8924,""
-3210,122.0,6371.2,51.500,38.500,-27.200,-8.500,4.116,53.700,2.436,36.100,3.427,11097,""
-3210,100.0,6371.2,48.900,41.100,24.020,,,,,43.800,7.462,8925,""
-3206,50.0,6371.2,55.530,34.470,109.020,,,,,46.200,4.425,13194,""
-3206,50.0,6371.2,55.530,34.470,109.020,,,,,44.700,4.155,13195,""
-3206,50.0,6371.2,55.530,34.470,109.020,,,,,49.400,4.425,13196,""
-3206,50.0,6371.2,55.530,34.470,109.020,,,,,42.300,4.425,13197,""
-3206,50.0,6371.2,55.530,34.470,109.020,,,,,44.300,4.425,13198,""
-3206,50.0,6371.2,55.530,34.470,109.020,,,,,54.000,4.425,13205,""
-3202,50.0,6371.2,55.530,34.470,109.020,,,,,44.300,4.155,13190,""
-3202,50.0,6371.2,55.530,34.470,109.020,,,,,33.900,4.425,13192,""
-3202,50.0,6371.2,55.530,34.470,109.020,,,,,46.700,4.425,13193,""
-3202,50.0,6371.2,55.530,34.470,109.020,,,,,40.900,4.425,13218,""
-3202,50.0,6371.2,55.530,34.470,109.020,,,,,43.000,4.425,13219,""
-3202,50.0,6371.2,55.530,34.470,109.020,,,,,45.700,4.425,13220,""
-3198,50.0,6371.2,55.530,34.470,109.020,,,,,37.200,4.155,13185,""
-3198,50.0,6371.2,55.530,34.470,109.020,,,,,31.700,4.155,13187,""
-3198,50.0,6371.2,55.530,34.470,109.020,,,,,37.000,4.155,13188,""
-3198,50.0,6371.2,55.530,34.470,109.020,,,,,41.000,4.155,13189,""
-3198,50.0,6371.2,55.530,34.470,109.020,,,,,34.400,4.425,13191,""
-3198,50.0,6371.2,55.530,34.470,109.020,,,,,44.200,4.425,13217,""
-3190,65.0,6371.2,52.664,37.336,-3.964,,,,,45.900,8.576,11775,""
-3188,50.0,6371.2,55.530,34.470,109.020,,,,,44.700,4.425,13186,""
-3182,52.0,6371.2,55.530,34.470,109.020,,,,,35.300,4.155,13177,""
-3182,52.0,6371.2,55.530,34.470,109.020,,,,,41.900,4.425,13180,""
-3182,52.0,6371.2,55.530,34.470,109.020,,,,,32.200,4.155,13182,""
-3182,52.0,6371.2,55.530,34.470,109.020,,,,,46.800,4.425,13183,""
-3182,52.0,6371.2,55.530,34.470,109.020,,,,,47.100,4.425,13184,""
-3175,54.0,6371.2,55.530,34.470,109.020,,,,,41.100,4.425,13173,""
-3175,54.0,6371.2,55.530,34.470,109.020,,,,,40.600,3.221,13174,""
-3175,54.0,6371.2,55.530,34.470,109.020,,,,,41.600,4.425,13175,""
-3175,54.0,6371.2,55.530,34.470,109.020,,,,,47.800,3.219,13176,""
-3175,54.0,6371.2,55.530,34.470,109.020,,,,,38.400,4.425,13178,""
-3175,54.0,6371.2,55.530,34.470,109.020,,,,,42.300,4.155,13179,""
-3175,54.0,6371.2,55.530,34.470,109.020,,,,,40.000,4.425,13181,""
-3175,54.0,6371.2,55.530,34.470,109.020,,,,,43.500,4.425,13215,""
-3175,54.0,6371.2,55.530,34.470,109.020,,,,,40.300,4.425,13216,""
-3175,100.0,6371.2,48.900,41.100,24.020,,,,,47.600,6.315,8926,""
-3169,55.0,6371.2,55.530,34.470,109.020,,,,,49.200,4.425,13212,""
-3169,55.0,6371.2,55.530,34.470,109.020,,,,,34.900,4.425,13213,""
-3169,55.0,6371.2,55.530,34.470,109.020,,,,,36.500,4.425,13214,""
-3152,61.0,6371.2,55.530,34.470,109.020,,,,,47.100,4.425,13162,""
-3152,61.0,6371.2,55.530,34.470,109.020,,,,,42.000,4.425,13163,""
-3152,61.0,6371.2,55.530,34.470,109.020,,,,,44.400,4.425,13164,""
-3152,61.0,6371.2,55.530,34.470,109.020,,,,,44.400,4.425,13165,""
-3152,61.0,6371.2,55.530,34.470,109.020,,,,,46.500,4.425,13166,""
-3152,61.0,6371.2,55.530,34.470,109.020,,,,,38.200,4.425,13167,""
-3152,61.0,6371.2,55.530,34.470,109.020,,,,,42.300,4.425,13168,""
-3152,61.0,6371.2,55.530,34.470,109.020,,,,,44.400,4.425,13169,""
-3152,61.0,6371.2,55.530,34.470,109.020,,,,,42.900,4.425,13170,""
-3152,61.0,6371.2,55.530,34.470,109.020,,,,,37.000,4.425,13171,""
-3152,61.0,6371.2,55.530,34.470,109.020,,,,,42.400,4.425,13172,""
-3152,61.0,6371.2,55.530,34.470,109.020,,,,,46.700,4.425,13211,""
-3150,150.0,6371.2,59.200,30.800,32.000,,,,,37.100,4.825,2687,""
-3150,50.0,6371.2,41.000,49.000,30.100,7.000,4.086,59.000,2.104,47.000,3.981,1996,""
-3150,50.0,6371.2,41.000,49.000,30.500,1.000,4.322,60.000,2.161,47.000,4.858,1997,""
-3150,50.0,6371.2,41.000,49.000,28.300,4.000,3.926,58.000,2.080,45.000,4.614,1998,""
-3140,100.0,6371.2,48.900,41.100,24.020,,,,,42.600,6.315,8927,""
-3105,100.0,6371.2,48.900,41.100,24.020,,,,,47.900,6.315,8928,""
-3100,100.0,6371.2,59.200,30.800,32.000,,,,,37.600,4.825,2688,""
-3100,100.0,6371.2,48.000,42.000,43.000,,,,,47.500,4.778,1696,""
-3085,50.0,6371.2,60.130,29.870,31.210,,,,,35.500,6.077,143,""
-3075,100.0,6371.2,50.500,39.500,-0.400,,,,,34.900,4.575,2340,""
-3060,60.0,6371.2,52.664,37.336,-3.964,,,,,39.400,8.576,11776,""
-3055,50.0,6371.2,63.815,26.185,31.910,,,,,34.000,6.007,144,""
-3055,50.0,6371.2,60.130,29.870,31.210,,,,,34.000,6.077,145,""
-3055,50.0,6371.2,60.200,29.800,31.000,,,,,35.000,6.076,146,""
-3050,50.0,6371.2,41.000,49.000,28.300,5.500,4.327,52.000,2.664,,,6960,""
-3050,50.0,6371.2,41.000,49.000,28.300,-3.000,4.532,54.000,2.664,,,6961,""
-3050,100.0,6371.2,33.200,56.800,40.670,,,,,33.500,11.351,11355,""
-3050,100.0,6371.2,33.200,56.800,40.670,,,,,52.100,6.652,11356,""
-3050,100.0,6371.2,33.200,56.800,40.670,,,,,30.100,6.652,11357,""
-3050,50.0,6371.2,64.050,25.950,32.730,,,,,38.900,5.394,10891,""
-3050,50.0,6371.2,41.000,49.000,28.300,0.000,3.478,52.500,2.118,40.000,4.858,1999,""
-3050,50.0,6371.2,41.000,49.000,30.500,4.000,4.332,52.500,2.637,42.000,4.614,2000,""
-3050,50.0,6371.2,40.200,49.800,30.100,-3.000,3.651,54.000,2.146,44.000,5.334,2001,""
-3035,100.0,6371.2,48.900,41.100,24.020,,,,,37.700,6.315,8929,""
-3020,50.0,6371.2,60.130,29.870,31.210,,,,,33.500,6.077,147,""
-3011,95.0,6371.2,58.201,31.799,101.534,,,,,34.620,3.173,11593,""
-3011,95.0,6371.2,58.201,31.799,101.534,,,,,32.270,4.072,11595,""
-3011,95.0,6371.2,58.201,31.799,101.534,,,,,23.770,3.768,11605,""
-3011,95.0,6371.2,58.201,31.799,101.534,,,,,26.930,3.254,11606,""
-3011,95.0,6371.2,58.201,31.799,101.534,,,,,34.470,4.347,11607,""
-3011,95.0,6371.2,58.201,31.799,101.534,,,,,27.950,3.590,11611,""
-3011,95.0,6371.2,58.201,31.799,101.534,,,,,19.880,4.072,11612,""
-3011,95.0,6371.2,58.201,31.799,101.534,13.400,3.926,51.200,2.460,,,12225,""
-3011,95.0,6371.2,58.201,31.799,101.534,6.300,4.829,50.000,3.104,,,12227,""
-3011,95.0,6371.2,58.201,31.799,101.534,4.700,4.484,51.300,2.803,,,12228,""
-3004,87.0,6371.2,58.201,31.799,101.534,,,,,27.580,3.156,11589,""
-3004,87.0,6371.2,58.201,31.799,101.534,,,,,26.220,3.155,11591,""
-3004,87.0,6371.2,58.201,31.799,101.534,,,,,28.060,3.120,11592,""
-3004,87.0,6371.2,58.201,31.799,101.534,,,,,27.490,4.347,11608,""
-3004,87.0,6371.2,58.201,31.799,101.534,,,,,23.780,4.347,11609,""
-3004,87.0,6371.2,58.201,31.799,101.534,,,,,32.050,4.347,11610,""
-3004,87.0,6371.2,58.201,31.799,101.534,15.400,4.733,43.600,3.427,,,12226,""
-3001,80.0,6371.2,47.700,42.300,26.000,-3.900,3.627,55.000,2.080,44.030,3.548,9665,""
-3000,100.0,6371.2,47.500,42.500,24.900,4.280,3.635,54.520,2.110,42.850,3.668,9575,""
-3000,100.0,6371.2,57.415,32.585,35.184,,,,,30.900,4.097,12407,""
-3000,100.0,6371.2,57.415,32.585,35.184,,,,,41.600,4.097,12408,""
-3000,100.0,6371.2,57.415,32.585,35.184,,,,,35.300,3.241,12409,""
-3000,100.0,6371.2,60.130,29.870,31.210,,,,,42.000,6.077,148,""
-3000,200.0,6371.2,40.000,50.000,15.000,,,,,41.700,4.887,2464,""
-3000,50.0,6371.2,48.000,42.000,43.000,,,,,39.000,4.650,1697,""
-3000,50.0,6371.2,48.000,42.000,43.000,,,,,38.000,4.650,1698,""
-3000,100.0,6371.2,45.100,44.900,19.800,-3.620,4.419,61.370,2.118,47.080,3.791,9403,""
-3000,100.0,6371.2,47.700,42.300,26.000,0.900,3.627,55.400,2.059,44.670,3.569,9666,""
-3000,200.0,6371.2,54.350,35.650,139.350,,,,,43.200,4.951,464,""
-3000,100.0,6371.2,48.900,41.100,24.020,,,,,42.800,5.099,8930,""
-3000,100.0,6371.2,48.900,41.100,24.020,,,,,33.400,6.315,8931,""
-2985,50.0,6371.2,60.130,29.870,31.210,,,,,38.000,6.077,149,""
-2985,50.0,6371.2,60.130,29.870,31.210,,,,,39.000,6.077,150,""
-2963,50.0,6371.2,47.500,42.500,26.000,-4.330,3.979,57.540,2.136,44.440,3.672,9400,""
-2950,50.0,6371.2,47.700,42.300,26.000,-1.090,3.623,54.560,2.101,48.520,3.592,9381,""
-2950,50.0,6371.2,47.600,42.400,42.100,1.000,5.348,50.000,3.438,48.000,4.230,1715,""
-2950,50.0,6371.2,47.600,42.400,26.000,-0.510,5.325,58.840,2.755,41.120,5.135,9399,""
-2950,50.0,6371.2,47.430,42.570,26.980,,,,,46.780,3.636,9667,""
-2950,100.0,6371.2,59.000,31.000,101.900,,,,,57.000,5.577,2300,""
-2935,50.0,6371.2,60.130,29.870,31.210,,,,,40.000,6.077,151,""
-2925,75.0,6371.2,52.664,37.336,-3.964,,,,,54.400,8.576,11777,""
-2925,50.0,6371.2,47.700,42.300,26.000,1.110,4.009,58.600,2.089,40.360,3.632,9428,""
-2910,110.0,6371.2,48.400,41.600,-121.500,-3.200,8.386,65.800,3.438,,,5273,""
-2906,50.0,6371.2,47.700,42.300,26.000,-2.520,3.890,57.980,2.062,41.170,3.617,9622,""
-2905,50.0,6371.2,60.130,29.870,31.210,,,,,40.500,6.077,152,""
-2900,100.0,6371.2,47.500,42.500,24.900,-2.800,4.384,56.600,2.413,38.970,3.637,9551,""
-2900,100.0,6371.2,47.800,42.200,24.300,-1.170,3.881,57.880,2.063,43.260,3.559,9602,""
-2900,180.0,6371.2,46.700,43.300,-113.400,-8.900,6.524,58.200,3.438,,,5272,""
-2900,100.0,6371.2,48.000,42.000,43.000,,,,,35.000,4.650,1699,""
-2900,100.0,6371.2,47.700,42.300,26.000,,,,,41.320,6.342,9647,""
-2900,100.0,6371.2,40.000,50.000,30.000,,,,,51.000,4.016,442,""
-2900,100.0,6371.2,41.000,49.000,28.000,,,,,53.000,4.614,455,""
-2900,100.0,6371.2,55.500,34.500,40.900,,,,,37.200,3.238,3558,""
-2893,50.0,6371.2,58.201,31.799,101.534,,,,,37.890,3.134,11590,""
-2893,50.0,6371.2,58.201,31.799,101.534,,,,,34.130,3.232,11599,""
-2893,50.0,6371.2,58.201,31.799,101.534,,,,,38.450,3.112,11600,""
-2893,50.0,6371.2,58.201,31.799,101.534,,,,,35.700,3.279,11601,""
-2893,50.0,6371.2,58.201,31.799,101.534,,,,,38.500,3.121,11602,""
-2881,50.0,6371.2,59.600,30.400,111.400,,,46.800,2.664,,,5517,""
-2865,61.0,6371.2,53.570,36.430,40.860,,,,,39.900,3.317,12799,""
-2856,50.0,6371.2,47.700,42.300,26.000,-1.840,3.841,57.680,2.054,50.920,3.703,9621,""
-2855,135.0,6371.2,59.000,31.000,101.900,,,,,64.000,7.100,2301,""
-2850,150.0,6371.2,42.000,48.000,28.000,,,,,58.000,3.777,403,""
-2850,150.0,6371.2,42.000,48.000,28.000,,,,,52.000,5.286,424,""
-2850,150.0,6371.2,42.000,48.000,28.000,,,,,44.000,3.826,443,""
-2850,150.0,6371.2,42.000,48.000,28.000,,,,,48.000,4.583,444,""
-2850,150.0,6371.2,42.000,48.000,28.000,,,,,47.000,4.583,447,""
-2850,50.0,6371.2,47.800,42.200,24.300,-4.540,4.210,60.200,2.092,43.220,3.885,9414,""
-2850,50.0,6371.2,40.200,49.800,27.700,-20.000,4.161,60.000,2.080,52.000,4.009,2005,""
-2850,50.0,6371.2,40.200,49.800,27.700,-22.000,5.042,64.000,2.210,42.000,4.046,2006,""
-2850,50.0,6371.2,40.500,49.500,31.300,-18.000,4.672,62.000,2.193,50.000,3.862,2007,""
-2850,50.0,6371.2,40.500,49.500,31.300,-14.000,4.524,61.000,2.193,43.000,4.629,2008,""
-2850,50.0,6371.2,40.500,49.500,31.200,-12.000,4.999,62.000,2.347,38.000,5.326,2009,""
-2845,75.0,6371.2,65.917,24.083,32.530,,,,,38.700,3.849,10857,""
-2840,100.0,6371.2,33.200,56.800,40.670,,,,,36.200,6.652,11352,""
-2840,100.0,6371.2,33.200,56.800,40.670,,,,,42.600,21.192,11353,""
-2840,100.0,6371.2,33.200,56.800,40.670,,,,,44.000,6.652,11354,""
-2836,81.0,6371.2,53.570,36.430,40.860,,,,,43.900,3.313,12798,""
-2825,175.0,6371.2,54.620,35.380,23.850,,,,,20.740,6.191,2819,""
-2816,50.0,6371.2,47.700,42.300,26.000,3.510,4.287,55.630,2.420,43.000,4.404,9620,""
-2812,111.0,6371.2,47.500,42.500,26.000,,,,,45.060,4.666,9616,""
-2800,50.0,6371.2,47.500,42.500,24.900,6.700,3.667,52.400,2.237,48.670,4.666,9523,""
-2800,50.0,6371.2,47.800,42.200,26.100,-3.030,5.984,61.750,2.832,40.070,3.616,9605,""
-2800,100.0,6371.2,48.000,42.000,43.000,,,,,50.000,4.857,1700,""
-2800,200.0,6371.2,59.570,30.430,111.750,,,,,54.000,4.308,733,""
-2800,200.0,6371.2,59.567,30.433,111.750,10.200,3.374,46.900,2.305,,,5349,""
-2798,81.0,6371.2,53.570,36.430,40.860,,,,,45.000,3.298,12797,""
-2790,150.0,6371.2,36.900,53.100,107.000,,,,,52.200,6.576,11263,""
-2787,120.0,6371.2,69.187,20.813,-156.112,4.900,3.016,38.900,2.347,,,7648,""
-2780,150.0,6371.2,29.700,60.300,20.100,,,,,42.100,5.591,347,""
-2775,75.0,6371.2,52.664,37.336,-3.964,,,,,66.400,8.576,11778,""
-2775,75.0,6371.2,45.100,44.900,19.800,-2.030,4.480,56.910,2.446,38.120,3.765,9404,""
-2774,79.0,6371.2,53.570,36.430,40.860,,,,,43.200,3.341,12796,""
-2758,79.0,6371.2,53.570,36.430,40.860,,,,,45.200,3.295,12795,""
-2753,119.0,6371.2,47.700,42.300,26.000,-0.420,3.935,51.740,2.436,50.490,3.621,9619,""
-2750,150.0,6371.2,52.200,37.800,22.650,,,,,35.210,6.243,2820,""
-2750,100.0,6371.2,50.500,39.500,-0.400,,,,,43.000,4.575,2341,""
-2750,150.0,6371.2,60.100,29.900,31.200,,,,,51.500,3.031,304,""
